Unnamed: 0,Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Heating,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2358,2359,527378010,20,RL,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,1103,0,0,1103,2,0,3,1,TA,6,Typ,0,Y,295,84,0,0,0,0,0,6,2006,WD ,Normal,155000
2359,2360,527402210,20,RL,15870,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,TA,TA,CBlock,GasA,Ex,Y,1096,0,0,1096,1,0,3,1,TA,6,Typ,0,Y,240,32,0,0,0,0,0,3,2006,WD ,Abnorml,138800
2360,2361,527402380,20,RL,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,864,0,0,864,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,7,2006,Oth,Abnorml,116050
2361,2362,527403120,20,RL,8125,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,858,0,0,858,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,6,2006,WD ,Normal,88000
2362,2363,527404180,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,874,0,0,874,1,0,3,1,TA,5,Typ,0,Y,63,0,0,0,0,0,0,3,2006,WD ,Normal,97500
2363,2364,527427210,120,RH,8773,Pave,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,2002,2002,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,1419,0,0,1419,2,0,2,1,Gd,4,Typ,0,Y,196,68,0,0,0,0,0,9,2006,WD ,Normal,190000
2364,2365,527450010,160,RM,2760,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,525,567,0,1092,1,1,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,12,2006,WD ,Normal,105500
2365,2366,527450080,160,RM,2160,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,765,600,0,1365,1,1,3,1,Gd,7,Min1,1,Y,0,36,0,0,0,0,0,6,2006,WD ,Normal,125500
2366,2367,527450210,160,RM,1953,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,TA,5,Typ,0,Y,72,0,0,0,0,0,0,6,2006,WD ,Normal,83000
2367,2368,527450460,160,RM,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Ex,Y,494,536,0,1030,1,1,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,116000
2368,2369,527451200,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,TA,Y,672,546,0,1218,1,1,3,1,TA,7,Typ,0,N,201,0,0,0,0,0,0,4,2006,WD ,Abnorml,91500
2369,2370,527451380,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,672,546,0,1218,1,1,3,1,TA,7,Typ,0,Y,0,28,0,0,0,0,0,5,2006,WD ,Normal,118000
2370,2371,527451450,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,483,465,0,948,1,1,2,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,89000
2371,2372,527451460,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,525,567,0,1092,1,1,3,1,TA,6,Typ,0,Y,352,0,0,0,0,0,0,10,2006,WD ,Normal,108000
2372,2373,527451520,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,483,504,0,987,1,1,2,1,TA,5,Typ,1,Y,0,0,0,0,0,0,0,6,2006,WD ,Normal,94500
2373,2374,527452070,120,RL,4043,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Gd,Y,1069,0,0,1069,2,0,2,1,TA,4,Typ,1,Y,0,55,0,0,225,0,0,7,2006,WD ,Normal,146300
2374,2375,527452290,20,RL,7514,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,1387,0,0,1387,1,0,3,1,TA,6,Typ,1,Y,0,0,240,0,0,0,0,9,2006,WD ,Normal,145000
2375,2376,527452310,85,RL,7838,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,900,0,0,900,1,0,3,1,TA,6,Typ,1,Y,175,144,0,0,0,0,0,12,2006,WD ,Normal,123000
2376,2377,527453070,120,RL,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1976,1976,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,GasA,TA,Y,1055,0,0,1055,2,0,2,1,TA,4,Typ,0,Y,0,29,0,0,0,0,0,4,2006,WD ,Normal,137500
2377,2378,527455100,160,RL,2179,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,GasA,Gd,Y,855,601,0,1456,2,1,3,1,TA,6,Typ,1,Y,0,28,0,0,0,0,0,7,2006,WD ,Normal,144000
2378,2379,528102010,20,RL,16737,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1980,0,0,1980,2,0,3,1,Ex,8,Typ,1,Y,194,45,0,0,0,0,0,9,2006,WD ,Normal,315000
2379,2380,528102080,60,RL,16387,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,1738,851,0,2589,2,1,4,1,Ex,11,Typ,1,Y,0,0,0,0,0,0,0,8,2006,New,Partial,412083
2380,2381,528106010,60,RL,16259,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1249,1347,0,2596,3,1,4,1,Gd,9,Typ,0,Y,240,154,0,0,0,0,0,9,2006,New,Partial,342643
2381,2382,528106120,20,RL,16163,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1618,0,0,1618,2,0,2,1,Gd,6,Typ,1,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,252000
2382,2383,528110050,20,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,2076,0,0,2076,2,1,2,1,Ex,7,Typ,1,Y,216,229,0,0,0,0,0,9,2006,New,Partial,465000
2383,2384,528112010,20,RL,12228,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1740,0,0,1740,2,0,4,1,Gd,8,Typ,0,Y,0,43,0,0,0,0,0,9,2006,New,Partial,293000
2384,2385,528114010,20,RL,14780,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,1868,0,0,1868,2,0,2,1,Ex,7,Typ,1,Y,354,56,0,0,156,0,0,6,2006,WD ,Normal,415000
2385,2386,528116030,20,RL,16033,Pave,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1850,0,0,1850,2,0,3,1,Gd,8,Typ,1,Y,519,112,0,0,0,0,0,3,2006,WD ,Normal,326000
2386,2387,528118010,60,RL,14215,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1158,1218,0,2376,3,1,4,1,Gd,9,Typ,1,Y,240,154,0,0,0,0,0,11,2006,New,Partial,325300
2387,2388,528118020,60,RL,13418,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1132,1320,0,2452,3,1,4,1,Gd,9,Typ,1,Y,113,32,0,0,0,0,0,9,2006,WD ,Normal,309000
2388,2389,528118110,60,RL,13975,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1117,1089,0,2206,2,1,4,1,Ex,10,Typ,1,Y,148,95,0,0,0,0,0,8,2006,New,Partial,300000
2389,2390,528120110,60,RL,10240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,1038,1060,0,2098,2,1,3,1,Ex,8,Typ,1,Y,192,52,0,0,0,0,0,3,2006,WD ,Normal,275500
2390,2391,528120140,60,RL,9942,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,1625,466,0,2091,2,1,3,1,Ex,8,Typ,1,Y,194,84,0,0,0,0,0,5,2006,New,Partial,338500
2391,2392,528138030,60,RL,11924,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Ex,TA,PConc,GasA,Ex,Y,1182,1142,0,2324,3,0,4,1,Ex,11,Typ,2,Y,147,21,0,0,0,0,0,7,2006,New,Partial,345000
2392,2393,528142010,60,RL,12867,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,1209,1044,0,2253,2,1,3,1,Ex,8,Typ,1,Y,243,142,0,0,0,0,0,7,2006,New,Partial,344133
2393,2394,528142060,60,RL,10672,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,1054,1335,0,2389,2,1,4,1,Gd,10,Typ,1,Y,176,64,0,0,0,0,0,11,2006,New,Partial,298236
2394,2395,528142070,60,RL,11643,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,1544,814,0,2358,2,1,4,1,Ex,10,Typ,1,Y,120,34,0,0,0,0,0,8,2006,New,Partial,329900
2395,2396,528142110,20,RL,12378,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1944,0,0,1944,2,0,3,1,Ex,8,Typ,3,Y,208,175,0,0,0,0,0,11,2006,WD ,Normal,360000
2396,2397,528144030,60,RL,11065,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1120,850,0,1970,2,1,3,1,Ex,8,Typ,1,Y,177,74,0,0,0,0,0,10,2006,New,Partial,281000
2397,2398,528150080,20,RL,13758,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,1792,0,0,1792,2,0,2,1,Gd,6,Typ,1,Y,204,49,0,0,0,0,0,3,2006,New,Partial,372397
2398,2399,528150090,20,RL,14828,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,1780,0,0,1780,2,0,2,1,Ex,7,Typ,1,Y,144,68,0,0,0,0,0,8,2006,WD ,Normal,378000
2399,2400,528164040,20,RL,11846,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1792,0,0,1792,2,0,2,1,Ex,6,Typ,1,Y,206,49,0,0,0,0,0,8,2006,WD ,Normal,374000
2400,2401,528170040,60,RL,20431,Pave,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,GasA,Ex,Y,1848,880,0,2728,2,1,4,1,Ex,10,Typ,2,Y,0,0,0,0,0,0,0,4,2006,New,Partial,437154
2401,2402,528172020,60,RL,10927,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1058,846,0,1904,2,1,3,1,Ex,8,Typ,1,Y,179,60,0,0,0,0,0,6,2006,WD ,Normal,275000
2402,2403,528172150,60,RL,13215,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1426,488,0,1914,2,1,3,1,Gd,9,Typ,1,Y,168,127,0,0,0,0,0,2,2006,WD ,Normal,279000
2403,2404,528174080,120,RL,7052,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1364,0,0,1364,2,0,2,1,Gd,6,Typ,1,Y,192,36,0,0,0,0,0,6,2006,WD ,Normal,185850
2404,2405,528180080,120,RL,5911,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,1565,0,0,1565,2,0,2,1,Ex,6,Typ,1,Y,196,56,0,0,0,0,0,3,2006,WD ,Normal,282500
2405,2406,528181030,120,RL,6955,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1368,0,0,1368,2,0,2,1,Gd,6,Typ,1,Y,132,35,0,0,0,0,0,9,2006,New,Partial,202500
2406,2407,528181040,120,RL,6792,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1368,0,0,1368,2,0,2,1,Gd,6,Typ,1,Y,132,35,0,0,0,0,0,3,2006,New,Partial,202665
2407,2408,528186100,20,RL,7740,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,1686,0,0,1686,2,0,1,1,Ex,6,Typ,1,Y,266,100,0,0,0,0,0,6,2006,New,Partial,332200
2408,2409,528186110,120,RL,6373,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,1666,0,0,1666,2,0,2,1,Gd,6,Typ,1,Y,228,75,0,0,0,0,0,6,2006,New,Partial,310090
2409,2410,528188040,120,RL,3136,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,GasA,Ex,Y,1405,0,0,1405,2,0,2,1,Gd,6,Typ,1,Y,148,36,0,0,0,0,0,3,2006,WD ,Normal,171750
2410,2411,528218030,20,RL,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1316,0,0,1316,2,0,3,1,Gd,6,Typ,1,Y,100,0,0,23,0,0,0,10,2006,New,Partial,169990
2411,2412,528218060,60,RL,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,728,728,0,1456,2,1,3,1,Gd,8,Typ,1,Y,0,24,0,0,0,0,0,2,2006,New,Partial,170440
2412,2413,528218080,60,RL,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,738,754,0,1492,2,1,3,1,Gd,8,Typ,0,Y,0,32,0,0,0,0,0,9,2006,New,Partial,169985
2413,2414,528218130,60,RL,17104,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,664,832,0,1496,2,1,3,1,Gd,7,Typ,1,Y,100,24,0,0,0,0,0,9,2006,New,Partial,179665
2414,2415,528218140,60,RL,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,879,984,0,1863,2,1,4,1,Gd,9,Typ,1,Y,100,17,0,0,0,0,0,11,2006,New,Partial,219210
2415,2416,528221010,20,RL,11660,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1326,0,0,1326,2,0,3,1,Gd,6,Typ,0,Y,100,0,0,0,0,0,0,7,2006,New,Partial,174190
2416,2417,528221100,60,RL,15578,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,728,728,0,1456,2,1,3,1,TA,8,Typ,0,Y,0,0,0,0,0,0,0,5,2006,New,Partial,172785
2417,2418,528222010,60,RL,11631,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1052,1321,0,2373,2,1,4,1,Gd,9,Typ,1,Y,120,46,0,0,0,0,0,6,2006,New,Partial,258000
2418,2419,528222020,60,RL,9073,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,738,754,0,1492,2,1,3,1,Gd,8,Typ,0,Y,100,32,0,0,0,0,0,10,2006,New,Partial,185101
2419,2420,528228280,120,RL,3087,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1364,0,0,1364,2,0,2,1,Gd,6,Typ,1,Y,100,16,0,0,0,0,0,11,2006,New,Partial,210250
2420,2421,528228325,120,RL,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1557,0,0,1557,2,0,2,1,Gd,7,Typ,1,Y,143,20,0,0,0,0,0,10,2006,WD ,Normal,234000
2421,2422,528228340,120,RL,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1456,0,0,1456,2,0,2,1,Gd,7,Typ,1,Y,143,20,0,0,0,0,0,5,2006,WD ,Normal,215000
2422,2423,528228360,120,RL,2938,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1511,0,0,1511,2,0,2,1,Gd,5,Typ,1,Y,130,30,0,0,0,0,0,5,2006,WD ,Normal,246990
2423,2424,528228415,120,RM,3072,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1414,0,0,1414,2,0,2,1,Gd,6,Typ,1,Y,144,20,0,0,0,0,0,5,2006,WD ,Normal,178740
2424,2425,528228430,120,RM,3072,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1548,0,0,1548,2,0,2,1,Gd,7,Typ,1,Y,143,20,0,0,0,0,0,9,2006,WD ,Normal,225000
2425,2426,528228545,120,RL,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1248,0,0,1248,2,0,2,1,Gd,5,Typ,0,Y,108,0,0,0,0,0,0,3,2006,New,Partial,167240
2426,2427,528228550,120,RL,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1142,0,0,1142,2,0,2,1,Gd,6,Typ,0,Y,90,0,0,0,0,0,0,6,2006,New,Partial,156820
2427,2428,528228565,120,RL,3013,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1506,0,0,1506,2,0,2,1,Gd,6,Typ,1,Y,142,20,0,0,0,0,0,4,2006,WD ,Normal,213490
2428,2429,528228575,120,RL,3982,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1567,0,0,1567,2,0,1,1,Ex,7,Typ,1,Y,312,0,0,0,0,0,0,10,2006,New,Partial,264561
2429,2430,528228580,120,RL,4045,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1500,0,0,1500,2,0,2,1,Gd,6,Typ,1,Y,161,20,0,0,0,0,0,10,2006,New,Partial,246578
2430,2431,528231050,60,RL,21930,Pave,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,734,1104,0,1838,2,1,4,1,TA,7,Typ,1,Y,100,40,0,0,0,0,0,7,2006,WD ,Normal,192140
2431,2432,528235050,60,RL,7861,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,807,702,0,1509,2,1,3,1,Gd,7,Typ,1,Y,100,75,0,0,0,0,0,6,2006,WD ,Normal,183200
